Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[33]     0.0    0.00    0.00       3         std::allocator<gr::Context>::allocator(std::allocator<gr::Context> const&) [33]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<gr::Context>::new_allocator(__gnu_cxx::new_allocator<gr::Context> const&) [29]
-----------------------------------------------
                0.00    0.00       1/3           std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>&&) [219]
                0.00    0.00       2/3           std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>&) [84]
[34]     0.0    0.00    0.00       3         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [34]
-----------------------------------------------
                0.00    0.00       1/3           std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>&&) [219]
                0.00    0.00       2/3           std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::__shared_ptr() [85]
[35]     0.0    0.00    0.00       3         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [35]
-----------------------------------------------
                0.00    0.00       1/3           std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<>(std::allocator<gr::Context>) [246]
                0.00    0.00       1/3           std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [242]
                0.00    0.00       1/3           std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) [243]
[36]     0.0    0.00    0.00       3         std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [36]
                0.00    0.00       3/3           __gnu_cxx::__aligned_buffer<gr::Context>::_M_ptr() [30]
-----------------------------------------------
                0.00    0.00       1/3           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<gr::Context, std::allocator<gr::Context>>(std::_Sp_make_shared_tag, gr::Context*, std::allocator<gr::Context> const&) [224]
                0.00    0.00       1/3           void __gnu_cxx::new_allocator<gr::Context>::construct<gr::Context>(gr::Context*) [161]
                0.00    0.00       1/3           void __gnu_cxx::new_allocator<gr::Buffer*>::construct<gr::Buffer*, gr::Buffer*>(gr::Buffer**, gr::Buffer*&&) [165]
[37]     0.0    0.00    0.00       3         operator new(unsigned long, void*) [37]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__exchange_and_add_dispatch(int*, int) [48]
[38]     0.0    0.00    0.00       2         __gthread_active_p() [38]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<gm::vector<float, 3> >::allocator() [59]
[39]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<gm::vector<float, 3> >::new_allocator() [39]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<gm::vector<float, 3> >::~allocator() [60]
[40]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<gm::vector<float, 3> >::~new_allocator() [40]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<gr::VBO*>::allocator() [61]
[41]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<gr::VBO*>::new_allocator() [41]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<gr::VBO*>::~allocator() [62]
[42]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<gr::VBO*>::~new_allocator() [42]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >::allocator<gr::Context>(std::allocator<gr::Context> const&) [63]
[43]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >::new_allocator() [43]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [64]
[44]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator() [44]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [105]
[45]     0.0    0.00    0.00       2         bool __gnu_cxx::__is_null_pointer<char const>(char const*) [45]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<gm::vector<unsigned int, 3>, std::allocator<gm::vector<unsigned int, 3> > >::begin() const [183]
                0.00    0.00       1/2           std::vector<gm::vector<unsigned int, 3>, std::allocator<gm::vector<unsigned int, 3> > >::end() const [181]
[46]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<gm::vector<unsigned int, 3> const*, std::vector<gm::vector<unsigned int, 3>, std::allocator<gm::vector<unsigned int, 3> > > >::__normal_iterator(gm::vector<unsigned int, 3> const* const&) [46]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__exchange_and_add_dispatch(int*, int) [48]
[47]     0.0    0.00    0.00       2         __gnu_cxx::__exchange_and_add_single(int*, int) [47]
-----------------------------------------------
                0.00    0.00       2/2           std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [228]
[48]     0.0    0.00    0.00       2         __gnu_cxx::__exchange_and_add_dispatch(int*, int) [48]
                0.00    0.00       2/2           __gthread_active_p() [38]
                0.00    0.00       2/2           __gnu_cxx::__exchange_and_add_single(int*, int) [47]
-----------------------------------------------
                0.00    0.00       1/2           std::allocator_traits<std::allocator<char> >::max_size(std::allocator<char> const&) [240]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [171]
[49]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<char>::max_size() const [49]
-----------------------------------------------
                0.00    0.00       2/2           bool __gnu_cxx::operator!=<gm::vector<unsigned int, 3> const*, std::vector<gm::vector<unsigned int, 3>, std::allocator<gm::vector<unsigned int, 3> > > >(__gnu_cxx::__normal_iterator<gm::vector<unsigned int, 3> const*, std::vector<gm::vector<unsigned int, 3>, std::allocator<gm::vector<unsigned int, 3> > > > const&, __gnu_cxx::__normal_iterator<gm::vector<unsigned int, 3> const*, std::vector<gm::vector<unsigned int, 3>, std::allocator<gm::vector<unsigned int, 3> > > > const&) [173]
[50]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<gm::vector<unsigned int, 3> const*, std::vector<gm::vector<unsigned int, 3>, std::allocator<gm::vector<unsigned int, 3> > > >::base() const [50]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<gr::Buffer*, std::allocator<gr::Buffer*> >::max_size() const [56]
[51]     0.0    0.00    0.00       2         std::_Vector_base<gr::Buffer*, std::allocator<gr::Buffer*> >::_M_get_Tp_allocator() const [51]
-----------------------------------------------
                0.00    0.00       2/2           std::__shared_ptr_access<gr::Context, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const [53]
[52]     0.0    0.00    0.00       2         std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::get() const [52]
-----------------------------------------------
                0.00    0.00       2/2           std::__shared_ptr_access<gr::Context, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [54]
[53]     0.0    0.00    0.00       2         std::__shared_ptr_access<gr::Context, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const [53]
                0.00    0.00       2/2           std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::get() const [52]
-----------------------------------------------
                0.00    0.00       1/2           gr::Window::Window(int, int, int, char const*) [144]
                0.00    0.00       1/2           gr::Window::getDefaultBuffer() [143]
[54]     0.0    0.00    0.00       2         std::__shared_ptr_access<gr::Context, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [54]
                0.00    0.00       2/2           std::__shared_ptr_access<gr::Context, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const [53]
-----------------------------------------------
                0.00    0.00       2/2           gr::Context::~Context() [149]
[55]     0.0    0.00    0.00       2         std::vector<gr::VBO*, std::allocator<gr::VBO*> >::size() const [55]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<gr::Buffer*, std::allocator<gr::Buffer*> >::_M_check_len(unsigned long, char const*) const [184]
[56]     0.0    0.00    0.00       2         std::vector<gr::Buffer*, std::allocator<gr::Buffer*> >::max_size() const [56]
                0.00    0.00       2/2           std::_Vector_base<gr::Buffer*, std::allocator<gr::Buffer*> >::_M_get_Tp_allocator() const [51]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<gr::Buffer*> >::max_size(std::allocator<gr::Buffer*> const&) [91]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [101]
[57]     0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [57]
                0.00    0.00       2/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [8]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [58]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [57]
[58]     0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [58]
                0.00    0.00       2/2           std::pointer_traits<char const*>::pointer_to(char const&) [87]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_Vector_impl::_Vector_impl() [72]
[59]     0.0    0.00    0.00       2         std::allocator<gm::vector<float, 3> >::allocator() [59]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<gm::vector<float, 3> >::new_allocator() [39]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_Vector_impl::~_Vector_impl() [73]
[60]     0.0    0.00    0.00       2         std::allocator<gm::vector<float, 3> >::~allocator() [60]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<gm::vector<float, 3> >::~new_allocator() [40]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::_Vector_impl::_Vector_impl() [78]
[61]     0.0    0.00    0.00       2         std::allocator<gr::VBO*>::allocator() [61]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<gr::VBO*>::new_allocator() [41]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::_Vector_impl::~_Vector_impl() [79]
[62]     0.0    0.00    0.00       2         std::allocator<gr::VBO*>::~allocator() [62]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<gr::VBO*>::~new_allocator() [42]
-----------------------------------------------
                0.00    0.00       1/2           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<gr::Context, std::allocator<gr::Context>>(std::_Sp_make_shared_tag, gr::Context*, std::allocator<gr::Context> const&) [224]
                0.00    0.00       1/2           std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [241]
[63]     0.0    0.00    0.00       2         std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >::allocator<gr::Context>(std::allocator<gr::Context> const&) [63]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >::new_allocator() [43]
-----------------------------------------------
                0.00    0.00       1/2           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<gr::Context, std::allocator<gr::Context>>(std::_Sp_make_shared_tag, gr::Context*, std::allocator<gr::Context> const&) [224]
                0.00    0.00       1/2           std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [241]
[64]     0.0    0.00    0.00       2         std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [64]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator() [44]
-----------------------------------------------
                0.00    0.00       1/2           gr::Window::Window(int, int, int, char const*) [144]
                0.00    0.00       1/2           gr::Window::~Window() [145]
[65]     0.0    0.00    0.00       2         std::shared_ptr<gr::Context>::~shared_ptr() [65]
                0.00    0.00       2/4           std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [20]
-----------------------------------------------
                0.00    0.00       2/2           gr::Buffer** std::__copy_move_a<true, gr::Buffer**, gr::Buffer**>(gr::Buffer**, gr::Buffer**, gr::Buffer**) [119]
[66]     0.0    0.00    0.00       2         gr::Buffer** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<gr::Buffer*>(gr::Buffer* const*, gr::Buffer* const*, gr::Buffer**) [66]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [111]
[67]     0.0    0.00    0.00       2         std::char_traits<char>::copy(char*, char const*, unsigned long) [67]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [107]
[68]     0.0    0.00    0.00       2         std::char_traits<char>::assign(char&, char const&) [68]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [113]
[69]     0.0    0.00    0.00       2         std::char_traits<char>::length(char const*) [69]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<gm::vector<float, 3>*>(gm::vector<float, 3>*, gm::vector<float, 3>*) [127]
[70]     0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<gm::vector<float, 3>*>(gm::vector<float, 3>*, gm::vector<float, 3>*) [70]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<gr::Buffer**>(gr::Buffer**, gr::Buffer**) [129]
[71]     0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<gr::Buffer**>(gr::Buffer**, gr::Buffer**) [71]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_Vector_base() [76]
[72]     0.0    0.00    0.00       2         std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_Vector_impl::_Vector_impl() [72]
                0.00    0.00       2/2           std::allocator<gm::vector<float, 3> >::allocator() [59]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::~_Vector_base() [77]
[73]     0.0    0.00    0.00       2         std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_Vector_impl::~_Vector_impl() [73]
                0.00    0.00       2/2           std::allocator<gm::vector<float, 3> >::~allocator() [60]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::~_Vector_base() [77]
[74]     0.0    0.00    0.00       2         std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_M_deallocate(gm::vector<float, 3>*, unsigned long) [74]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::~vector() [95]
[75]     0.0    0.00    0.00       2         std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_M_get_Tp_allocator() [75]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::vector() [94]
[76]     0.0    0.00    0.00       2         std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_Vector_base() [76]
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_Vector_impl::_Vector_impl() [72]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::~vector() [95]
[77]     0.0    0.00    0.00       2         std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::~_Vector_base() [77]
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_M_deallocate(gm::vector<float, 3>*, unsigned long) [74]
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_Vector_impl::~_Vector_impl() [73]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::_Vector_base() [81]
[78]     0.0    0.00    0.00       2         std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::_Vector_impl::_Vector_impl() [78]
                0.00    0.00       2/2           std::allocator<gr::VBO*>::allocator() [61]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::~_Vector_base() [82]
[79]     0.0    0.00    0.00       2         std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::_Vector_impl::~_Vector_impl() [79]
                0.00    0.00       2/2           std::allocator<gr::VBO*>::~allocator() [62]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::~_Vector_base() [82]
[80]     0.0    0.00    0.00       2         std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::_M_deallocate(gr::VBO**, unsigned long) [80]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<gr::VBO*, std::allocator<gr::VBO*> >::vector() [98]
[81]     0.0    0.00    0.00       2         std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::_Vector_base() [81]
                0.00    0.00       2/2           std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::_Vector_impl::_Vector_impl() [78]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<gr::VBO*, std::allocator<gr::VBO*> >::~vector() [99]
[82]     0.0    0.00    0.00       2         std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::~_Vector_base() [82]
                0.00    0.00       2/2           std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::_M_deallocate(gr::VBO**, unsigned long) [80]
                0.00    0.00       2/2           std::_Vector_base<gr::VBO*, std::allocator<gr::VBO*> >::_Vector_impl::~_Vector_impl() [79]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<gr::Buffer*, std::allocator<gr::Buffer*> >::~_Vector_base() [216]
                0.00    0.00       1/2           void std::vector<gr::Buffer*, std::allocator<gr::Buffer*> >::_M_realloc_insert<gr::Buffer*>(__gnu_cxx::__normal_iterator<gr::Buffer**, std::vector<gr::Buffer*, std::allocator<gr::Buffer*> > >, gr::Buffer*&&) [253]
[83]     0.0    0.00    0.00       2         std::_Vector_base<gr::Buffer*, std::allocator<gr::Buffer*> >::_M_deallocate(gr::Buffer**, unsigned long) [83]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<gr::Buffer*> >::deallocate(std::allocator<gr::Buffer*>&, gr::Buffer**, unsigned long) [233]
-----------------------------------------------
                0.00    0.00       1/2           std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::reset() [218]
                0.00    0.00       1/2           std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>&&) [221]
[84]     0.0    0.00    0.00       2         std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>&) [84]
                0.00    0.00       2/2           std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<gr::Context*> >, std::is_move_constructible<gr::Context*>, std::is_move_assignable<gr::Context*> >::value, void>::type std::swap<gr::Context*>(gr::Context*&, gr::Context*&) [126]
                0.00    0.00       2/3           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [34]
-----------------------------------------------
                0.00    0.00       1/2           std::shared_ptr<gr::Context>::shared_ptr() [195]
                0.00    0.00       1/2           std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::reset() [218]
[85]     0.0    0.00    0.00       2         std::__shared_ptr<gr::Context, (__gnu_cxx::_Lock_policy)2>::__shared_ptr() [85]
                0.00    0.00       2/3           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [35]
-----------------------------------------------
                0.00    0.00       2/2           std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [93]
[86]     0.0    0.00    0.00       2         std::_Sp_ebo_helper<0, std::allocator<gr::Context>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<gr::Context>, true>&) [86]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [58]
[87]     0.0    0.00    0.00       2         std::pointer_traits<char const*>::pointer_to(char const&) [87]
                0.00    0.00       2/2           char const* std::addressof<char const>(char const&) [132]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [106]
[88]     0.0    0.00    0.00       2         std::pointer_traits<char*>::pointer_to(char&) [88]
                0.00    0.00       2/2           char* std::addressof<char>(char&) [133]
-----------------------------------------------
                0.00    0.00       1/2           std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >&) [266]
                0.00    0.00       1/2           std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [241]
[89]     0.0    0.00    0.00       2         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>*) [89]
                0.00    0.00       2/2           std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >&) [117]
-----------------------------------------------
                0.00    0.00       1/2           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<gr::Context, std::allocator<gr::Context>>(std::_Sp_make_shared_tag, gr::Context*, std::allocator<gr::Context> const&) [224]
                0.00    0.00       1/2           std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [241]
[90]     0.0    0.00    0.00       2         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [90]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [236]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<gr::Buffer*, std::allocator<gr::Buffer*> >::max_size() const [56]
[91]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<gr::Buffer*> >::max_size(std::allocator<gr::Buffer*> const&) [91]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<gr::Buffer*>::max_size() const [32]
-----------------------------------------------
                0.00    0.00       2/2           gr::Buffer** std::uninitialized_copy<std::move_iterator<gr::Buffer**>, gr::Buffer**>(std::move_iterator<gr::Buffer**>, std::move_iterator<gr::Buffer**>, gr::Buffer**) [121]
[92]     0.0    0.00    0.00       2         gr::Buffer** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<gr::Buffer**>, gr::Buffer**>(std::move_iterator<gr::Buffer**>, std::move_iterator<gr::Buffer**>, gr::Buffer**) [92]
                0.00    0.00       2/2           gr::Buffer** std::copy<std::move_iterator<gr::Buffer**>, gr::Buffer**>(std::move_iterator<gr::Buffer**>, std::move_iterator<gr::Buffer**>, gr::Buffer**) [125]
-----------------------------------------------
                0.00    0.00       1/2           std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [242]
                0.00    0.00       1/2           std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [241]
[93]     0.0    0.00    0.00       2         std::_Sp_counted_ptr_inplace<gr::Context, std::allocator<gr::Context>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [93]
                0.00    0.00       2/2           std::_Sp_ebo_helper<0, std::allocator<gr::Context>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<gr::Context>, true>&) [86]
-----------------------------------------------
                0.00    0.00       2/2           gr::ObjReader::ObjReader() [151]
[94]     0.0    0.00    0.00       2         std::vector<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::vector() [94]
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_Vector_base() [76]
-----------------------------------------------
                0.00    0.00       2/2           gr::ObjReader::~ObjReader() [152]
[95]     0.0    0.00    0.00       2         std::vector<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::~vector() [95]
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::_M_get_Tp_allocator() [75]
                0.00    0.00       2/2           std::_Vector_base<gm::vector<float, 3>, std::allocator<gm::vector<float, 3> > >::~_Vector_base() [77]
